path,class_
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass368.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic137.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard77.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass196.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard392.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic331.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal242.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic449.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper345.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic465.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard373.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass204.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper452.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard192.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper19.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper166.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper541.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic158.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal396.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal279.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass92.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic61.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass338.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper145.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass346.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass143.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper97.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass496.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic391.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic160.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper79.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic76.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal236.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard88.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash129.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass97.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic385.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal250.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper209.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal139.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic302.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard139.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper7.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal158.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard384.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass449.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard242.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass319.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal235.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal359.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper437.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal198.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard286.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper47.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard63.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard41.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard93.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass110.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard337.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper136.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper138.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic257.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper271.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper464.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper535.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper41.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard32.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic248.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass129.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash123.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard124.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic255.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard136.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper231.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal187.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic457.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic291.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash130.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper305.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic175.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper107.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper68.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper493.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash23.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal272.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper457.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper274.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper410.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard175.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic68.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic471.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass388.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper254.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass405.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper427.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper505.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard140.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass73.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass149.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass487.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper404.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper139.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass479.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash54.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash83.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper90.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic39.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper3.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper343.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic131.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard298.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic141.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal399.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic88.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic12.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper270.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard114.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard281.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal340.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper196.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard116.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal134.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash78.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper6.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic430.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper526.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal311.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard323.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic336.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard47.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic422.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard181.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard268.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash48.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal150.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper36.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash77.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash85.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard291.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper370.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard200.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass145.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard393.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal282.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal171.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash41.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic94.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal146.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal83.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard277.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper487.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass437.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic48.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass66.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard359.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic375.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard292.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic227.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass297.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard246.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper543.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper162.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal118.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal195.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard270.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic140.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper62.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal215.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass159.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic187.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic82.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass144.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal2.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal347.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper566.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard126.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard312.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass12.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic89.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard131.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper488.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass153.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper52.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal98.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal372.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper420.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard57.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass41.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper238.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper438.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal371.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass327.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper400.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard138.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash47.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard162.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic71.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic417.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic167.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic195.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic334.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard395.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard12.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal284.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal208.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic316.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic342.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal353.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic441.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash58.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass386.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper23.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass315.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic384.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper550.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic163.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass420.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass318.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic308.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal206.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper181.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal10.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard177.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic359.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal115.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal333.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal185.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper188.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard176.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic41.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper351.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass343.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass389.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass274.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal337.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard302.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash38.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard345.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard256.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic355.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic312.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper322.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash36.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic327.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal112.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard401.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard118.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper323.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper537.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic8.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard252.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic43.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper341.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper499.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard74.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper327.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper160.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass19.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass70.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash99.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash21.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper277.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper22.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard161.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass446.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper462.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash35.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper57.jpg,paper
